lead_min
29.016666666666666
29.066666666666666
28.883333333333333
29.266666666666666
29.266666666666666
23.433333333333334
18.6
12.45
17.233333333333334
7.466666666666667
13.75
29.833333333333332
29.133333333333333
22.45
29.333333333333332
26.45
29.883333333333333
29.45
29.2
29.366666666666667
29.933333333333334
29.366666666666667
4.533333333333333
29.083333333333332
29.466666666666665
20.233333333333334
20.55
8.016666666666667
8.216666666666667
1.15
23.816666666666666
29.05
16.066666666666666
29.483333333333334
18.45
27.083333333333332
29.816666666666666
24.966666666666665
29.966666666666665
29.85
29.9
26.866666666666667
29.5
29.15
29.133333333333333
24.833333333333332
29.066666666666666
29.183333333333334
29.433333333333334
29.133333333333333
29.15
29.716666666666665
29.45
29.166666666666668
29.283333333333335
21.75
29.2
29.516666666666666
29.733333333333334
12.6
29.15
29.066666666666666
29.883333333333333
29.483333333333334
29.15
25.55
29.45
29.6
22.416666666666668
29.1
29.666666666666668
8.033333333333333
23.466666666666665
20.65
11.216666666666667
9.033333333333333
29.583333333333332
29.066666666666666
29.783333333333335
22.133333333333333
29.016666666666666
29.066666666666666
18.383333333333333
12.316666666666666
27.3
10.25
29.883333333333333
29.1
29.983333333333334
29.816666666666666
15.633333333333333
19.466666666666665
13.783333333333333
21.55
29.633333333333333
29.5
29.216666666666665
10.65
26.333333333333332
9.066666666666666
8.95
29.95
26.233333333333334
16.133333333333333
28.75
6.0
29.266666666666666
0.9666666666666667
8.733333333333333
11.25
22.1
8.45
29.05
29.05
